column,order_digits,node_code,node_depth,effective_order_digits,effective_order_names,branch_digits,feature_order_label,feature_set_label,path_label,weight,portsN,selection_sr
1111.1,1111,1,0,,(),,,,,0.317967950593901,10,0.4361644424561661
1233.11122,1233,11122,4,1233,"('LME', 'OP', 'Investment', 'Investment')",1122,LME>OP>Investment>Investment,Investment+LME+OP,LME:1>OP:1>Investment:2>Investment:2,-0.5912701498447007,10,0.4361644424561661
1311.1211,1311,1211,3,131,"('LME', 'Investment', 'LME')",211,LME>Investment>LME,Investment+LME,LME:2>Investment:1>LME:1,0.069847825006792,10,0.4361644424561661
1311.11111,1311,11111,4,1311,"('LME', 'Investment', 'LME', 'LME')",1111,LME>Investment>LME>LME,Investment+LME,LME:1>Investment:1>LME:1>LME:1,0.7538144729763895,10,0.4361644424561661
1333.11222,1333,11222,4,1333,"('LME', 'Investment', 'Investment', 'Investment')",1222,LME>Investment>Investment>Investment,Investment+LME,LME:1>Investment:2>Investment:2>Investment:2,-0.1730615807280622,10,0.4361644424561661
2221.11111,2221,11111,4,2221,"('OP', 'OP', 'OP', 'LME')",1111,OP>OP>OP>LME,LME+OP,OP:1>OP:1>OP:1>LME:1,-0.4492183298491515,10,0.4361644424561661
3111.11,3111,11,1,3,"('Investment',)",1,Investment,Investment,Investment:1,0.9205484363738058,10,0.4361644424561661
3111.11111,3111,11111,4,3111,"('Investment', 'LME', 'LME', 'LME')",1111,Investment>LME>LME>LME,Investment+LME,Investment:1>LME:1>LME:1>LME:1,0.6025294625167957,10,0.4361644424561661
3133.12122,3133,12122,4,3133,"('Investment', 'LME', 'Investment', 'Investment')",2122,Investment>LME>Investment>Investment,Investment+LME,Investment:2>LME:1>Investment:2>Investment:2,-0.6974455162068104,10,0.4361644424561661
3311.111,3311,111,2,33,"('Investment', 'Investment')",11,Investment>Investment,Investment,Investment:1>Investment:1,0.24628742916104077,10,0.4361644424561661
