column,order_digits,node_code,node_depth,effective_order_digits,effective_order_names,branch_digits,feature_order_label,feature_set_label,path_label
2233.11211,2233,11211,4,2233,"('OP', 'OP', 'Investment', 'Investment')",1211,OP>OP>Investment>Investment,Investment+OP,OP:1>OP:2>Investment:1>Investment:1
2233.11212,2233,11212,4,2233,"('OP', 'OP', 'Investment', 'Investment')",1212,OP>OP>Investment>Investment,Investment+OP,OP:1>OP:2>Investment:1>Investment:2
2233.11221,2233,11221,4,2233,"('OP', 'OP', 'Investment', 'Investment')",1221,OP>OP>Investment>Investment,Investment+OP,OP:1>OP:2>Investment:2>Investment:1
2233.11222,2233,11222,4,2233,"('OP', 'OP', 'Investment', 'Investment')",1222,OP>OP>Investment>Investment,Investment+OP,OP:1>OP:2>Investment:2>Investment:2
2233.12111,2233,12111,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2111,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:1>Investment:1>Investment:1
2233.12112,2233,12112,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2112,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:1>Investment:1>Investment:2
2233.12121,2233,12121,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2121,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:1>Investment:2>Investment:1
2233.12122,2233,12122,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2122,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:1>Investment:2>Investment:2
2233.12211,2233,12211,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2211,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:2>Investment:1>Investment:1
2233.12212,2233,12212,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2212,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:2>Investment:1>Investment:2
2233.12221,2233,12221,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2221,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:2>Investment:2>Investment:1
2233.12222,2233,12222,4,2233,"('OP', 'OP', 'Investment', 'Investment')",2222,OP>OP>Investment>Investment,Investment+OP,OP:2>OP:2>Investment:2>Investment:2
2311.111,2311,111,2,23,"('OP', 'Investment')",11,OP>Investment,Investment+OP,OP:1>Investment:1
2311.112,2311,112,2,23,"('OP', 'Investment')",12,OP>Investment,Investment+OP,OP:1>Investment:2
2311.121,2311,121,2,23,"('OP', 'Investment')",21,OP>Investment,Investment+OP,OP:2>Investment:1
2311.122,2311,122,2,23,"('OP', 'Investment')",22,OP>Investment,Investment+OP,OP:2>Investment:2
2311.1111,2311,1111,3,231,"('OP', 'Investment', 'LME')",111,OP>Investment>LME,Investment+LME+OP,OP:1>Investment:1>LME:1
2311.1112,2311,1112,3,231,"('OP', 'Investment', 'LME')",112,OP>Investment>LME,Investment+LME+OP,OP:1>Investment:1>LME:2
2311.1121,2311,1121,3,231,"('OP', 'Investment', 'LME')",121,OP>Investment>LME,Investment+LME+OP,OP:1>Investment:2>LME:1
2311.1122,2311,1122,3,231,"('OP', 'Investment', 'LME')",122,OP>Investment>LME,Investment+LME+OP,OP:1>Investment:2>LME:2
2311.1211,2311,1211,3,231,"('OP', 'Investment', 'LME')",211,OP>Investment>LME,Investment+LME+OP,OP:2>Investment:1>LME:1
2311.1212,2311,1212,3,231,"('OP', 'Investment', 'LME')",212,OP>Investment>LME,Investment+LME+OP,OP:2>Investment:1>LME:2
2311.1221,2311,1221,3,231,"('OP', 'Investment', 'LME')",221,OP>Investment>LME,Investment+LME+OP,OP:2>Investment:2>LME:1
2311.1222,2311,1222,3,231,"('OP', 'Investment', 'LME')",222,OP>Investment>LME,Investment+LME+OP,OP:2>Investment:2>LME:2
2311.11111,2311,11111,4,2311,"('OP', 'Investment', 'LME', 'LME')",1111,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:1>LME:1>LME:1
2311.11112,2311,11112,4,2311,"('OP', 'Investment', 'LME', 'LME')",1112,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:1>LME:1>LME:2
2311.11121,2311,11121,4,2311,"('OP', 'Investment', 'LME', 'LME')",1121,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:1>LME:2>LME:1
2311.11122,2311,11122,4,2311,"('OP', 'Investment', 'LME', 'LME')",1122,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:1>LME:2>LME:2
2311.11211,2311,11211,4,2311,"('OP', 'Investment', 'LME', 'LME')",1211,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:2>LME:1>LME:1
2311.11212,2311,11212,4,2311,"('OP', 'Investment', 'LME', 'LME')",1212,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:2>LME:1>LME:2
2311.11221,2311,11221,4,2311,"('OP', 'Investment', 'LME', 'LME')",1221,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:2>LME:2>LME:1
2311.11222,2311,11222,4,2311,"('OP', 'Investment', 'LME', 'LME')",1222,OP>Investment>LME>LME,Investment+LME+OP,OP:1>Investment:2>LME:2>LME:2
2311.12111,2311,12111,4,2311,"('OP', 'Investment', 'LME', 'LME')",2111,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:1>LME:1>LME:1
2311.12112,2311,12112,4,2311,"('OP', 'Investment', 'LME', 'LME')",2112,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:1>LME:1>LME:2
2311.12121,2311,12121,4,2311,"('OP', 'Investment', 'LME', 'LME')",2121,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:1>LME:2>LME:1
2311.12122,2311,12122,4,2311,"('OP', 'Investment', 'LME', 'LME')",2122,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:1>LME:2>LME:2
2311.12211,2311,12211,4,2311,"('OP', 'Investment', 'LME', 'LME')",2211,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:2>LME:1>LME:1
2311.12212,2311,12212,4,2311,"('OP', 'Investment', 'LME', 'LME')",2212,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:2>LME:1>LME:2
2311.12221,2311,12221,4,2311,"('OP', 'Investment', 'LME', 'LME')",2221,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:2>LME:2>LME:1
2311.12222,2311,12222,4,2311,"('OP', 'Investment', 'LME', 'LME')",2222,OP>Investment>LME>LME,Investment+LME+OP,OP:2>Investment:2>LME:2>LME:2
2312.11111,2312,11111,4,2312,"('OP', 'Investment', 'LME', 'OP')",1111,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:1>LME:1>OP:1
2312.11112,2312,11112,4,2312,"('OP', 'Investment', 'LME', 'OP')",1112,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:1>LME:1>OP:2
2312.11121,2312,11121,4,2312,"('OP', 'Investment', 'LME', 'OP')",1121,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:1>LME:2>OP:1
2312.11122,2312,11122,4,2312,"('OP', 'Investment', 'LME', 'OP')",1122,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:1>LME:2>OP:2
2312.11211,2312,11211,4,2312,"('OP', 'Investment', 'LME', 'OP')",1211,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:2>LME:1>OP:1
2312.11212,2312,11212,4,2312,"('OP', 'Investment', 'LME', 'OP')",1212,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:2>LME:1>OP:2
2312.11221,2312,11221,4,2312,"('OP', 'Investment', 'LME', 'OP')",1221,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:2>LME:2>OP:1
2312.11222,2312,11222,4,2312,"('OP', 'Investment', 'LME', 'OP')",1222,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:2>LME:2>OP:2
2312.12111,2312,12111,4,2312,"('OP', 'Investment', 'LME', 'OP')",2111,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:1>LME:1>OP:1
2312.12112,2312,12112,4,2312,"('OP', 'Investment', 'LME', 'OP')",2112,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:1>LME:1>OP:2
2312.12121,2312,12121,4,2312,"('OP', 'Investment', 'LME', 'OP')",2121,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:1>LME:2>OP:1
2312.12122,2312,12122,4,2312,"('OP', 'Investment', 'LME', 'OP')",2122,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:1>LME:2>OP:2
2312.12211,2312,12211,4,2312,"('OP', 'Investment', 'LME', 'OP')",2211,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:2>LME:1>OP:1
2312.12212,2312,12212,4,2312,"('OP', 'Investment', 'LME', 'OP')",2212,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:2>LME:1>OP:2
2312.12221,2312,12221,4,2312,"('OP', 'Investment', 'LME', 'OP')",2221,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:2>LME:2>OP:1
2312.12222,2312,12222,4,2312,"('OP', 'Investment', 'LME', 'OP')",2222,OP>Investment>LME>OP,Investment+LME+OP,OP:2>Investment:2>LME:2>OP:2
2313.11111,2313,11111,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1111,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:1>LME:1>Investment:1
2313.11112,2313,11112,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1112,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:1>LME:1>Investment:2
2313.11121,2313,11121,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1121,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:1>LME:2>Investment:1
2313.11122,2313,11122,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1122,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:1>LME:2>Investment:2
2313.11211,2313,11211,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1211,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:2>LME:1>Investment:1
2313.11212,2313,11212,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1212,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:2>LME:1>Investment:2
2313.11221,2313,11221,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1221,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:2>LME:2>Investment:1
2313.11222,2313,11222,4,2313,"('OP', 'Investment', 'LME', 'Investment')",1222,OP>Investment>LME>Investment,Investment+LME+OP,OP:1>Investment:2>LME:2>Investment:2
2313.12111,2313,12111,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2111,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:1>LME:1>Investment:1
2313.12112,2313,12112,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2112,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:1>LME:1>Investment:2
2313.12121,2313,12121,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2121,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:1>LME:2>Investment:1
2313.12122,2313,12122,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2122,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:1>LME:2>Investment:2
2313.12211,2313,12211,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2211,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:2>LME:1>Investment:1
2313.12212,2313,12212,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2212,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:2>LME:1>Investment:2
2313.12221,2313,12221,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2221,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:2>LME:2>Investment:1
2313.12222,2313,12222,4,2313,"('OP', 'Investment', 'LME', 'Investment')",2222,OP>Investment>LME>Investment,Investment+LME+OP,OP:2>Investment:2>LME:2>Investment:2
2321.1111,2321,1111,3,232,"('OP', 'Investment', 'OP')",111,OP>Investment>OP,Investment+OP,OP:1>Investment:1>OP:1
2321.1112,2321,1112,3,232,"('OP', 'Investment', 'OP')",112,OP>Investment>OP,Investment+OP,OP:1>Investment:1>OP:2
2321.1121,2321,1121,3,232,"('OP', 'Investment', 'OP')",121,OP>Investment>OP,Investment+OP,OP:1>Investment:2>OP:1
2321.1122,2321,1122,3,232,"('OP', 'Investment', 'OP')",122,OP>Investment>OP,Investment+OP,OP:1>Investment:2>OP:2
2321.1211,2321,1211,3,232,"('OP', 'Investment', 'OP')",211,OP>Investment>OP,Investment+OP,OP:2>Investment:1>OP:1
2321.1212,2321,1212,3,232,"('OP', 'Investment', 'OP')",212,OP>Investment>OP,Investment+OP,OP:2>Investment:1>OP:2
2321.1221,2321,1221,3,232,"('OP', 'Investment', 'OP')",221,OP>Investment>OP,Investment+OP,OP:2>Investment:2>OP:1
2321.1222,2321,1222,3,232,"('OP', 'Investment', 'OP')",222,OP>Investment>OP,Investment+OP,OP:2>Investment:2>OP:2
2321.11111,2321,11111,4,2321,"('OP', 'Investment', 'OP', 'LME')",1111,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:1>OP:1>LME:1
2321.11112,2321,11112,4,2321,"('OP', 'Investment', 'OP', 'LME')",1112,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:1>OP:1>LME:2
2321.11121,2321,11121,4,2321,"('OP', 'Investment', 'OP', 'LME')",1121,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:1>OP:2>LME:1
2321.11122,2321,11122,4,2321,"('OP', 'Investment', 'OP', 'LME')",1122,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:1>OP:2>LME:2
2321.11211,2321,11211,4,2321,"('OP', 'Investment', 'OP', 'LME')",1211,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:2>OP:1>LME:1
2321.11212,2321,11212,4,2321,"('OP', 'Investment', 'OP', 'LME')",1212,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:2>OP:1>LME:2
2321.11221,2321,11221,4,2321,"('OP', 'Investment', 'OP', 'LME')",1221,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:2>OP:2>LME:1
2321.11222,2321,11222,4,2321,"('OP', 'Investment', 'OP', 'LME')",1222,OP>Investment>OP>LME,Investment+LME+OP,OP:1>Investment:2>OP:2>LME:2
2321.12111,2321,12111,4,2321,"('OP', 'Investment', 'OP', 'LME')",2111,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:1>OP:1>LME:1
2321.12112,2321,12112,4,2321,"('OP', 'Investment', 'OP', 'LME')",2112,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:1>OP:1>LME:2
2321.12121,2321,12121,4,2321,"('OP', 'Investment', 'OP', 'LME')",2121,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:1>OP:2>LME:1
2321.12122,2321,12122,4,2321,"('OP', 'Investment', 'OP', 'LME')",2122,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:1>OP:2>LME:2
2321.12211,2321,12211,4,2321,"('OP', 'Investment', 'OP', 'LME')",2211,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:2>OP:1>LME:1
2321.12212,2321,12212,4,2321,"('OP', 'Investment', 'OP', 'LME')",2212,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:2>OP:1>LME:2
2321.12221,2321,12221,4,2321,"('OP', 'Investment', 'OP', 'LME')",2221,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:2>OP:2>LME:1
2321.12222,2321,12222,4,2321,"('OP', 'Investment', 'OP', 'LME')",2222,OP>Investment>OP>LME,Investment+LME+OP,OP:2>Investment:2>OP:2>LME:2
2322.11111,2322,11111,4,2322,"('OP', 'Investment', 'OP', 'OP')",1111,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:1>OP:1>OP:1
2322.11112,2322,11112,4,2322,"('OP', 'Investment', 'OP', 'OP')",1112,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:1>OP:1>OP:2
2322.11121,2322,11121,4,2322,"('OP', 'Investment', 'OP', 'OP')",1121,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:1>OP:2>OP:1
2322.11122,2322,11122,4,2322,"('OP', 'Investment', 'OP', 'OP')",1122,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:1>OP:2>OP:2
2322.11211,2322,11211,4,2322,"('OP', 'Investment', 'OP', 'OP')",1211,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:2>OP:1>OP:1
2322.11212,2322,11212,4,2322,"('OP', 'Investment', 'OP', 'OP')",1212,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:2>OP:1>OP:2
2322.11221,2322,11221,4,2322,"('OP', 'Investment', 'OP', 'OP')",1221,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:2>OP:2>OP:1
2322.11222,2322,11222,4,2322,"('OP', 'Investment', 'OP', 'OP')",1222,OP>Investment>OP>OP,Investment+OP,OP:1>Investment:2>OP:2>OP:2
2322.12111,2322,12111,4,2322,"('OP', 'Investment', 'OP', 'OP')",2111,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:1>OP:1>OP:1
2322.12112,2322,12112,4,2322,"('OP', 'Investment', 'OP', 'OP')",2112,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:1>OP:1>OP:2
2322.12121,2322,12121,4,2322,"('OP', 'Investment', 'OP', 'OP')",2121,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:1>OP:2>OP:1
2322.12122,2322,12122,4,2322,"('OP', 'Investment', 'OP', 'OP')",2122,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:1>OP:2>OP:2
2322.12211,2322,12211,4,2322,"('OP', 'Investment', 'OP', 'OP')",2211,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:2>OP:1>OP:1
2322.12212,2322,12212,4,2322,"('OP', 'Investment', 'OP', 'OP')",2212,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:2>OP:1>OP:2
2322.12221,2322,12221,4,2322,"('OP', 'Investment', 'OP', 'OP')",2221,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:2>OP:2>OP:1
2322.12222,2322,12222,4,2322,"('OP', 'Investment', 'OP', 'OP')",2222,OP>Investment>OP>OP,Investment+OP,OP:2>Investment:2>OP:2>OP:2
2323.11111,2323,11111,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1111,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:1>OP:1>Investment:1
2323.11112,2323,11112,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1112,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:1>OP:1>Investment:2
2323.11121,2323,11121,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1121,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:1>OP:2>Investment:1
2323.11122,2323,11122,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1122,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:1>OP:2>Investment:2
2323.11211,2323,11211,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1211,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:2>OP:1>Investment:1
2323.11212,2323,11212,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1212,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:2>OP:1>Investment:2
2323.11221,2323,11221,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1221,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:2>OP:2>Investment:1
2323.11222,2323,11222,4,2323,"('OP', 'Investment', 'OP', 'Investment')",1222,OP>Investment>OP>Investment,Investment+OP,OP:1>Investment:2>OP:2>Investment:2
2323.12111,2323,12111,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2111,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:1>OP:1>Investment:1
2323.12112,2323,12112,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2112,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:1>OP:1>Investment:2
2323.12121,2323,12121,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2121,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:1>OP:2>Investment:1
2323.12122,2323,12122,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2122,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:1>OP:2>Investment:2
2323.12211,2323,12211,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2211,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:2>OP:1>Investment:1
2323.12212,2323,12212,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2212,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:2>OP:1>Investment:2
2323.12221,2323,12221,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2221,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:2>OP:2>Investment:1
2323.12222,2323,12222,4,2323,"('OP', 'Investment', 'OP', 'Investment')",2222,OP>Investment>OP>Investment,Investment+OP,OP:2>Investment:2>OP:2>Investment:2
2331.1111,2331,1111,3,233,"('OP', 'Investment', 'Investment')",111,OP>Investment>Investment,Investment+OP,OP:1>Investment:1>Investment:1
2331.1112,2331,1112,3,233,"('OP', 'Investment', 'Investment')",112,OP>Investment>Investment,Investment+OP,OP:1>Investment:1>Investment:2
2331.1121,2331,1121,3,233,"('OP', 'Investment', 'Investment')",121,OP>Investment>Investment,Investment+OP,OP:1>Investment:2>Investment:1
2331.1122,2331,1122,3,233,"('OP', 'Investment', 'Investment')",122,OP>Investment>Investment,Investment+OP,OP:1>Investment:2>Investment:2
2331.1211,2331,1211,3,233,"('OP', 'Investment', 'Investment')",211,OP>Investment>Investment,Investment+OP,OP:2>Investment:1>Investment:1
2331.1212,2331,1212,3,233,"('OP', 'Investment', 'Investment')",212,OP>Investment>Investment,Investment+OP,OP:2>Investment:1>Investment:2
2331.1221,2331,1221,3,233,"('OP', 'Investment', 'Investment')",221,OP>Investment>Investment,Investment+OP,OP:2>Investment:2>Investment:1
2331.1222,2331,1222,3,233,"('OP', 'Investment', 'Investment')",222,OP>Investment>Investment,Investment+OP,OP:2>Investment:2>Investment:2
2331.11111,2331,11111,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1111,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:1>Investment:1>LME:1
2331.11112,2331,11112,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1112,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:1>Investment:1>LME:2
2331.11121,2331,11121,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1121,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:1>Investment:2>LME:1
2331.11122,2331,11122,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1122,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:1>Investment:2>LME:2
2331.11211,2331,11211,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1211,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:2>Investment:1>LME:1
2331.11212,2331,11212,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1212,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:2>Investment:1>LME:2
2331.11221,2331,11221,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1221,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:2>Investment:2>LME:1
2331.11222,2331,11222,4,2331,"('OP', 'Investment', 'Investment', 'LME')",1222,OP>Investment>Investment>LME,Investment+LME+OP,OP:1>Investment:2>Investment:2>LME:2
2331.12111,2331,12111,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2111,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:1>Investment:1>LME:1
2331.12112,2331,12112,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2112,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:1>Investment:1>LME:2
2331.12121,2331,12121,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2121,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:1>Investment:2>LME:1
2331.12122,2331,12122,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2122,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:1>Investment:2>LME:2
2331.12211,2331,12211,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2211,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:2>Investment:1>LME:1
2331.12212,2331,12212,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2212,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:2>Investment:1>LME:2
2331.12221,2331,12221,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2221,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:2>Investment:2>LME:1
2331.12222,2331,12222,4,2331,"('OP', 'Investment', 'Investment', 'LME')",2222,OP>Investment>Investment>LME,Investment+LME+OP,OP:2>Investment:2>Investment:2>LME:2
2332.11111,2332,11111,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1111,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:1>Investment:1>OP:1
2332.11112,2332,11112,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1112,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:1>Investment:1>OP:2
2332.11121,2332,11121,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1121,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:1>Investment:2>OP:1
2332.11122,2332,11122,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1122,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:1>Investment:2>OP:2
2332.11211,2332,11211,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1211,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:2>Investment:1>OP:1
2332.11212,2332,11212,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1212,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:2>Investment:1>OP:2
2332.11221,2332,11221,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1221,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:2>Investment:2>OP:1
2332.11222,2332,11222,4,2332,"('OP', 'Investment', 'Investment', 'OP')",1222,OP>Investment>Investment>OP,Investment+OP,OP:1>Investment:2>Investment:2>OP:2
2332.12111,2332,12111,4,2332,"('OP', 'Investment', 'Investment', 'OP')",2111,OP>Investment>Investment>OP,Investment+OP,OP:2>Investment:1>Investment:1>OP:1
2332.12112,2332,12112,4,2332,"('OP', 'Investment', 'Investment', 'OP')",2112,OP>Investment>Investment>OP,Investment+OP,OP:2>Investment:1>Investment:1>OP:2
2332.12121,2332,12121,4,2332,"('OP', 'Investment', 'Investment', 'OP')",2121,OP>Investment>Investment>OP,Investment+OP,OP:2>Investment:1>Investment:2>OP:1
2332.12122,2332,12122,4,2332,"('OP', 'Investment', 'Investment', 'OP')",2122,OP>Investment>Investment>OP,Investment+OP,OP:2>Investment:1>Investment:2>OP:2
2332.12211,2332,12211,4,2332,"('OP', 'Investment', 'Investment', 'OP')",2211,OP>Investment>Investment>OP,Investment+OP,OP:2>Investment:2>Investment:1>OP:1
2332.12212,2332,12212,4,2332,"('OP', 'Investment', 'Investment', 'OP')",2212,OP>Investment>Investment>OP,Investment+OP,OP:2>Investment:2>Investment:1>OP:2
2332.12221,2332,12221,4,2332,"('OP', 'Investment', 'Investment', 'OP')",2221,OP>Investment>Investment>OP,Investment+OP,OP:2>Investment:2>Investment:2>OP:1
