column,order_digits,node_code,node_depth,effective_order_digits,effective_order_names,branch_digits,feature_order_label,feature_set_label,path_label
1111.1,1111,1,0,,(),,,,
1111.11,1111,11,1,1,"('LME',)",1,LME,LME,LME:1
1111.12,1111,12,1,1,"('LME',)",2,LME,LME,LME:2
1111.111,1111,111,2,11,"('LME', 'LME')",11,LME>LME,LME,LME:1>LME:1
1111.112,1111,112,2,11,"('LME', 'LME')",12,LME>LME,LME,LME:1>LME:2
1111.121,1111,121,2,11,"('LME', 'LME')",21,LME>LME,LME,LME:2>LME:1
1111.122,1111,122,2,11,"('LME', 'LME')",22,LME>LME,LME,LME:2>LME:2
1111.1111,1111,1111,3,111,"('LME', 'LME', 'LME')",111,LME>LME>LME,LME,LME:1>LME:1>LME:1
1111.1112,1111,1112,3,111,"('LME', 'LME', 'LME')",112,LME>LME>LME,LME,LME:1>LME:1>LME:2
1111.1121,1111,1121,3,111,"('LME', 'LME', 'LME')",121,LME>LME>LME,LME,LME:1>LME:2>LME:1
1111.1122,1111,1122,3,111,"('LME', 'LME', 'LME')",122,LME>LME>LME,LME,LME:1>LME:2>LME:2
1111.1211,1111,1211,3,111,"('LME', 'LME', 'LME')",211,LME>LME>LME,LME,LME:2>LME:1>LME:1
1111.1212,1111,1212,3,111,"('LME', 'LME', 'LME')",212,LME>LME>LME,LME,LME:2>LME:1>LME:2
1111.1221,1111,1221,3,111,"('LME', 'LME', 'LME')",221,LME>LME>LME,LME,LME:2>LME:2>LME:1
1111.1222,1111,1222,3,111,"('LME', 'LME', 'LME')",222,LME>LME>LME,LME,LME:2>LME:2>LME:2
1112.11111,1112,11111,4,1112,"('LME', 'LME', 'LME', 'OP')",1111,LME>LME>LME>OP,LME+OP,LME:1>LME:1>LME:1>OP:1
1112.11112,1112,11112,4,1112,"('LME', 'LME', 'LME', 'OP')",1112,LME>LME>LME>OP,LME+OP,LME:1>LME:1>LME:1>OP:2
1112.11121,1112,11121,4,1112,"('LME', 'LME', 'LME', 'OP')",1121,LME>LME>LME>OP,LME+OP,LME:1>LME:1>LME:2>OP:1
1112.11122,1112,11122,4,1112,"('LME', 'LME', 'LME', 'OP')",1122,LME>LME>LME>OP,LME+OP,LME:1>LME:1>LME:2>OP:2
1112.11211,1112,11211,4,1112,"('LME', 'LME', 'LME', 'OP')",1211,LME>LME>LME>OP,LME+OP,LME:1>LME:2>LME:1>OP:1
1112.11212,1112,11212,4,1112,"('LME', 'LME', 'LME', 'OP')",1212,LME>LME>LME>OP,LME+OP,LME:1>LME:2>LME:1>OP:2
1112.11221,1112,11221,4,1112,"('LME', 'LME', 'LME', 'OP')",1221,LME>LME>LME>OP,LME+OP,LME:1>LME:2>LME:2>OP:1
1112.11222,1112,11222,4,1112,"('LME', 'LME', 'LME', 'OP')",1222,LME>LME>LME>OP,LME+OP,LME:1>LME:2>LME:2>OP:2
1112.12111,1112,12111,4,1112,"('LME', 'LME', 'LME', 'OP')",2111,LME>LME>LME>OP,LME+OP,LME:2>LME:1>LME:1>OP:1
1112.12112,1112,12112,4,1112,"('LME', 'LME', 'LME', 'OP')",2112,LME>LME>LME>OP,LME+OP,LME:2>LME:1>LME:1>OP:2
1112.12121,1112,12121,4,1112,"('LME', 'LME', 'LME', 'OP')",2121,LME>LME>LME>OP,LME+OP,LME:2>LME:1>LME:2>OP:1
1112.12122,1112,12122,4,1112,"('LME', 'LME', 'LME', 'OP')",2122,LME>LME>LME>OP,LME+OP,LME:2>LME:1>LME:2>OP:2
1112.12211,1112,12211,4,1112,"('LME', 'LME', 'LME', 'OP')",2211,LME>LME>LME>OP,LME+OP,LME:2>LME:2>LME:1>OP:1
1112.12212,1112,12212,4,1112,"('LME', 'LME', 'LME', 'OP')",2212,LME>LME>LME>OP,LME+OP,LME:2>LME:2>LME:1>OP:2
1112.12221,1112,12221,4,1112,"('LME', 'LME', 'LME', 'OP')",2221,LME>LME>LME>OP,LME+OP,LME:2>LME:2>LME:2>OP:1
1112.12222,1112,12222,4,1112,"('LME', 'LME', 'LME', 'OP')",2222,LME>LME>LME>OP,LME+OP,LME:2>LME:2>LME:2>OP:2
1113.11111,1113,11111,4,1113,"('LME', 'LME', 'LME', 'Investment')",1111,LME>LME>LME>Investment,Investment+LME,LME:1>LME:1>LME:1>Investment:1
1113.11112,1113,11112,4,1113,"('LME', 'LME', 'LME', 'Investment')",1112,LME>LME>LME>Investment,Investment+LME,LME:1>LME:1>LME:1>Investment:2
1113.11121,1113,11121,4,1113,"('LME', 'LME', 'LME', 'Investment')",1121,LME>LME>LME>Investment,Investment+LME,LME:1>LME:1>LME:2>Investment:1
1113.11122,1113,11122,4,1113,"('LME', 'LME', 'LME', 'Investment')",1122,LME>LME>LME>Investment,Investment+LME,LME:1>LME:1>LME:2>Investment:2
1113.11211,1113,11211,4,1113,"('LME', 'LME', 'LME', 'Investment')",1211,LME>LME>LME>Investment,Investment+LME,LME:1>LME:2>LME:1>Investment:1
1113.11212,1113,11212,4,1113,"('LME', 'LME', 'LME', 'Investment')",1212,LME>LME>LME>Investment,Investment+LME,LME:1>LME:2>LME:1>Investment:2
1113.11221,1113,11221,4,1113,"('LME', 'LME', 'LME', 'Investment')",1221,LME>LME>LME>Investment,Investment+LME,LME:1>LME:2>LME:2>Investment:1
1113.11222,1113,11222,4,1113,"('LME', 'LME', 'LME', 'Investment')",1222,LME>LME>LME>Investment,Investment+LME,LME:1>LME:2>LME:2>Investment:2
1113.12111,1113,12111,4,1113,"('LME', 'LME', 'LME', 'Investment')",2111,LME>LME>LME>Investment,Investment+LME,LME:2>LME:1>LME:1>Investment:1
1113.12112,1113,12112,4,1113,"('LME', 'LME', 'LME', 'Investment')",2112,LME>LME>LME>Investment,Investment+LME,LME:2>LME:1>LME:1>Investment:2
1113.12121,1113,12121,4,1113,"('LME', 'LME', 'LME', 'Investment')",2121,LME>LME>LME>Investment,Investment+LME,LME:2>LME:1>LME:2>Investment:1
1113.12122,1113,12122,4,1113,"('LME', 'LME', 'LME', 'Investment')",2122,LME>LME>LME>Investment,Investment+LME,LME:2>LME:1>LME:2>Investment:2
1113.12211,1113,12211,4,1113,"('LME', 'LME', 'LME', 'Investment')",2211,LME>LME>LME>Investment,Investment+LME,LME:2>LME:2>LME:1>Investment:1
1113.12212,1113,12212,4,1113,"('LME', 'LME', 'LME', 'Investment')",2212,LME>LME>LME>Investment,Investment+LME,LME:2>LME:2>LME:1>Investment:2
1113.12221,1113,12221,4,1113,"('LME', 'LME', 'LME', 'Investment')",2221,LME>LME>LME>Investment,Investment+LME,LME:2>LME:2>LME:2>Investment:1
1113.12222,1113,12222,4,1113,"('LME', 'LME', 'LME', 'Investment')",2222,LME>LME>LME>Investment,Investment+LME,LME:2>LME:2>LME:2>Investment:2
1121.1111,1121,1111,3,112,"('LME', 'LME', 'OP')",111,LME>LME>OP,LME+OP,LME:1>LME:1>OP:1
1121.1112,1121,1112,3,112,"('LME', 'LME', 'OP')",112,LME>LME>OP,LME+OP,LME:1>LME:1>OP:2
1121.1121,1121,1121,3,112,"('LME', 'LME', 'OP')",121,LME>LME>OP,LME+OP,LME:1>LME:2>OP:1
1121.1122,1121,1122,3,112,"('LME', 'LME', 'OP')",122,LME>LME>OP,LME+OP,LME:1>LME:2>OP:2
1121.1211,1121,1211,3,112,"('LME', 'LME', 'OP')",211,LME>LME>OP,LME+OP,LME:2>LME:1>OP:1
1121.1212,1121,1212,3,112,"('LME', 'LME', 'OP')",212,LME>LME>OP,LME+OP,LME:2>LME:1>OP:2
1121.1221,1121,1221,3,112,"('LME', 'LME', 'OP')",221,LME>LME>OP,LME+OP,LME:2>LME:2>OP:1
1121.1222,1121,1222,3,112,"('LME', 'LME', 'OP')",222,LME>LME>OP,LME+OP,LME:2>LME:2>OP:2
1121.11111,1121,11111,4,1121,"('LME', 'LME', 'OP', 'LME')",1111,LME>LME>OP>LME,LME+OP,LME:1>LME:1>OP:1>LME:1
1121.11112,1121,11112,4,1121,"('LME', 'LME', 'OP', 'LME')",1112,LME>LME>OP>LME,LME+OP,LME:1>LME:1>OP:1>LME:2
1121.11121,1121,11121,4,1121,"('LME', 'LME', 'OP', 'LME')",1121,LME>LME>OP>LME,LME+OP,LME:1>LME:1>OP:2>LME:1
1121.11122,1121,11122,4,1121,"('LME', 'LME', 'OP', 'LME')",1122,LME>LME>OP>LME,LME+OP,LME:1>LME:1>OP:2>LME:2
1121.11211,1121,11211,4,1121,"('LME', 'LME', 'OP', 'LME')",1211,LME>LME>OP>LME,LME+OP,LME:1>LME:2>OP:1>LME:1
1121.11212,1121,11212,4,1121,"('LME', 'LME', 'OP', 'LME')",1212,LME>LME>OP>LME,LME+OP,LME:1>LME:2>OP:1>LME:2
1121.11221,1121,11221,4,1121,"('LME', 'LME', 'OP', 'LME')",1221,LME>LME>OP>LME,LME+OP,LME:1>LME:2>OP:2>LME:1
1121.11222,1121,11222,4,1121,"('LME', 'LME', 'OP', 'LME')",1222,LME>LME>OP>LME,LME+OP,LME:1>LME:2>OP:2>LME:2
1121.12111,1121,12111,4,1121,"('LME', 'LME', 'OP', 'LME')",2111,LME>LME>OP>LME,LME+OP,LME:2>LME:1>OP:1>LME:1
1121.12112,1121,12112,4,1121,"('LME', 'LME', 'OP', 'LME')",2112,LME>LME>OP>LME,LME+OP,LME:2>LME:1>OP:1>LME:2
1121.12121,1121,12121,4,1121,"('LME', 'LME', 'OP', 'LME')",2121,LME>LME>OP>LME,LME+OP,LME:2>LME:1>OP:2>LME:1
1121.12122,1121,12122,4,1121,"('LME', 'LME', 'OP', 'LME')",2122,LME>LME>OP>LME,LME+OP,LME:2>LME:1>OP:2>LME:2
1121.12211,1121,12211,4,1121,"('LME', 'LME', 'OP', 'LME')",2211,LME>LME>OP>LME,LME+OP,LME:2>LME:2>OP:1>LME:1
1121.12212,1121,12212,4,1121,"('LME', 'LME', 'OP', 'LME')",2212,LME>LME>OP>LME,LME+OP,LME:2>LME:2>OP:1>LME:2
1121.12221,1121,12221,4,1121,"('LME', 'LME', 'OP', 'LME')",2221,LME>LME>OP>LME,LME+OP,LME:2>LME:2>OP:2>LME:1
1121.12222,1121,12222,4,1121,"('LME', 'LME', 'OP', 'LME')",2222,LME>LME>OP>LME,LME+OP,LME:2>LME:2>OP:2>LME:2
1122.11111,1122,11111,4,1122,"('LME', 'LME', 'OP', 'OP')",1111,LME>LME>OP>OP,LME+OP,LME:1>LME:1>OP:1>OP:1
1122.11112,1122,11112,4,1122,"('LME', 'LME', 'OP', 'OP')",1112,LME>LME>OP>OP,LME+OP,LME:1>LME:1>OP:1>OP:2
1122.11121,1122,11121,4,1122,"('LME', 'LME', 'OP', 'OP')",1121,LME>LME>OP>OP,LME+OP,LME:1>LME:1>OP:2>OP:1
1122.11122,1122,11122,4,1122,"('LME', 'LME', 'OP', 'OP')",1122,LME>LME>OP>OP,LME+OP,LME:1>LME:1>OP:2>OP:2
1122.11211,1122,11211,4,1122,"('LME', 'LME', 'OP', 'OP')",1211,LME>LME>OP>OP,LME+OP,LME:1>LME:2>OP:1>OP:1
1122.11212,1122,11212,4,1122,"('LME', 'LME', 'OP', 'OP')",1212,LME>LME>OP>OP,LME+OP,LME:1>LME:2>OP:1>OP:2
1122.11221,1122,11221,4,1122,"('LME', 'LME', 'OP', 'OP')",1221,LME>LME>OP>OP,LME+OP,LME:1>LME:2>OP:2>OP:1
1122.11222,1122,11222,4,1122,"('LME', 'LME', 'OP', 'OP')",1222,LME>LME>OP>OP,LME+OP,LME:1>LME:2>OP:2>OP:2
1122.12111,1122,12111,4,1122,"('LME', 'LME', 'OP', 'OP')",2111,LME>LME>OP>OP,LME+OP,LME:2>LME:1>OP:1>OP:1
1122.12112,1122,12112,4,1122,"('LME', 'LME', 'OP', 'OP')",2112,LME>LME>OP>OP,LME+OP,LME:2>LME:1>OP:1>OP:2
1122.12121,1122,12121,4,1122,"('LME', 'LME', 'OP', 'OP')",2121,LME>LME>OP>OP,LME+OP,LME:2>LME:1>OP:2>OP:1
1122.12122,1122,12122,4,1122,"('LME', 'LME', 'OP', 'OP')",2122,LME>LME>OP>OP,LME+OP,LME:2>LME:1>OP:2>OP:2
1122.12211,1122,12211,4,1122,"('LME', 'LME', 'OP', 'OP')",2211,LME>LME>OP>OP,LME+OP,LME:2>LME:2>OP:1>OP:1
1122.12212,1122,12212,4,1122,"('LME', 'LME', 'OP', 'OP')",2212,LME>LME>OP>OP,LME+OP,LME:2>LME:2>OP:1>OP:2
1122.12221,1122,12221,4,1122,"('LME', 'LME', 'OP', 'OP')",2221,LME>LME>OP>OP,LME+OP,LME:2>LME:2>OP:2>OP:1
1122.12222,1122,12222,4,1122,"('LME', 'LME', 'OP', 'OP')",2222,LME>LME>OP>OP,LME+OP,LME:2>LME:2>OP:2>OP:2
1123.11111,1123,11111,4,1123,"('LME', 'LME', 'OP', 'Investment')",1111,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:1>OP:1>Investment:1
1123.11112,1123,11112,4,1123,"('LME', 'LME', 'OP', 'Investment')",1112,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:1>OP:1>Investment:2
1123.11121,1123,11121,4,1123,"('LME', 'LME', 'OP', 'Investment')",1121,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:1>OP:2>Investment:1
1123.11122,1123,11122,4,1123,"('LME', 'LME', 'OP', 'Investment')",1122,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:1>OP:2>Investment:2
1123.11211,1123,11211,4,1123,"('LME', 'LME', 'OP', 'Investment')",1211,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:2>OP:1>Investment:1
1123.11212,1123,11212,4,1123,"('LME', 'LME', 'OP', 'Investment')",1212,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:2>OP:1>Investment:2
1123.11221,1123,11221,4,1123,"('LME', 'LME', 'OP', 'Investment')",1221,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:2>OP:2>Investment:1
1123.11222,1123,11222,4,1123,"('LME', 'LME', 'OP', 'Investment')",1222,LME>LME>OP>Investment,Investment+LME+OP,LME:1>LME:2>OP:2>Investment:2
1123.12111,1123,12111,4,1123,"('LME', 'LME', 'OP', 'Investment')",2111,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:1>OP:1>Investment:1
1123.12112,1123,12112,4,1123,"('LME', 'LME', 'OP', 'Investment')",2112,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:1>OP:1>Investment:2
1123.12121,1123,12121,4,1123,"('LME', 'LME', 'OP', 'Investment')",2121,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:1>OP:2>Investment:1
1123.12122,1123,12122,4,1123,"('LME', 'LME', 'OP', 'Investment')",2122,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:1>OP:2>Investment:2
1123.12211,1123,12211,4,1123,"('LME', 'LME', 'OP', 'Investment')",2211,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:2>OP:1>Investment:1
1123.12212,1123,12212,4,1123,"('LME', 'LME', 'OP', 'Investment')",2212,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:2>OP:1>Investment:2
1123.12221,1123,12221,4,1123,"('LME', 'LME', 'OP', 'Investment')",2221,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:2>OP:2>Investment:1
1123.12222,1123,12222,4,1123,"('LME', 'LME', 'OP', 'Investment')",2222,LME>LME>OP>Investment,Investment+LME+OP,LME:2>LME:2>OP:2>Investment:2
1131.1111,1131,1111,3,113,"('LME', 'LME', 'Investment')",111,LME>LME>Investment,Investment+LME,LME:1>LME:1>Investment:1
1131.1112,1131,1112,3,113,"('LME', 'LME', 'Investment')",112,LME>LME>Investment,Investment+LME,LME:1>LME:1>Investment:2
1131.1121,1131,1121,3,113,"('LME', 'LME', 'Investment')",121,LME>LME>Investment,Investment+LME,LME:1>LME:2>Investment:1
1131.1122,1131,1122,3,113,"('LME', 'LME', 'Investment')",122,LME>LME>Investment,Investment+LME,LME:1>LME:2>Investment:2
1131.1211,1131,1211,3,113,"('LME', 'LME', 'Investment')",211,LME>LME>Investment,Investment+LME,LME:2>LME:1>Investment:1
1131.1212,1131,1212,3,113,"('LME', 'LME', 'Investment')",212,LME>LME>Investment,Investment+LME,LME:2>LME:1>Investment:2
1131.1221,1131,1221,3,113,"('LME', 'LME', 'Investment')",221,LME>LME>Investment,Investment+LME,LME:2>LME:2>Investment:1
1131.1222,1131,1222,3,113,"('LME', 'LME', 'Investment')",222,LME>LME>Investment,Investment+LME,LME:2>LME:2>Investment:2
1131.11111,1131,11111,4,1131,"('LME', 'LME', 'Investment', 'LME')",1111,LME>LME>Investment>LME,Investment+LME,LME:1>LME:1>Investment:1>LME:1
1131.11112,1131,11112,4,1131,"('LME', 'LME', 'Investment', 'LME')",1112,LME>LME>Investment>LME,Investment+LME,LME:1>LME:1>Investment:1>LME:2
1131.11121,1131,11121,4,1131,"('LME', 'LME', 'Investment', 'LME')",1121,LME>LME>Investment>LME,Investment+LME,LME:1>LME:1>Investment:2>LME:1
1131.11122,1131,11122,4,1131,"('LME', 'LME', 'Investment', 'LME')",1122,LME>LME>Investment>LME,Investment+LME,LME:1>LME:1>Investment:2>LME:2
1131.11211,1131,11211,4,1131,"('LME', 'LME', 'Investment', 'LME')",1211,LME>LME>Investment>LME,Investment+LME,LME:1>LME:2>Investment:1>LME:1
1131.11212,1131,11212,4,1131,"('LME', 'LME', 'Investment', 'LME')",1212,LME>LME>Investment>LME,Investment+LME,LME:1>LME:2>Investment:1>LME:2
1131.11221,1131,11221,4,1131,"('LME', 'LME', 'Investment', 'LME')",1221,LME>LME>Investment>LME,Investment+LME,LME:1>LME:2>Investment:2>LME:1
1131.11222,1131,11222,4,1131,"('LME', 'LME', 'Investment', 'LME')",1222,LME>LME>Investment>LME,Investment+LME,LME:1>LME:2>Investment:2>LME:2
1131.12111,1131,12111,4,1131,"('LME', 'LME', 'Investment', 'LME')",2111,LME>LME>Investment>LME,Investment+LME,LME:2>LME:1>Investment:1>LME:1
1131.12112,1131,12112,4,1131,"('LME', 'LME', 'Investment', 'LME')",2112,LME>LME>Investment>LME,Investment+LME,LME:2>LME:1>Investment:1>LME:2
1131.12121,1131,12121,4,1131,"('LME', 'LME', 'Investment', 'LME')",2121,LME>LME>Investment>LME,Investment+LME,LME:2>LME:1>Investment:2>LME:1
1131.12122,1131,12122,4,1131,"('LME', 'LME', 'Investment', 'LME')",2122,LME>LME>Investment>LME,Investment+LME,LME:2>LME:1>Investment:2>LME:2
1131.12211,1131,12211,4,1131,"('LME', 'LME', 'Investment', 'LME')",2211,LME>LME>Investment>LME,Investment+LME,LME:2>LME:2>Investment:1>LME:1
1131.12212,1131,12212,4,1131,"('LME', 'LME', 'Investment', 'LME')",2212,LME>LME>Investment>LME,Investment+LME,LME:2>LME:2>Investment:1>LME:2
1131.12221,1131,12221,4,1131,"('LME', 'LME', 'Investment', 'LME')",2221,LME>LME>Investment>LME,Investment+LME,LME:2>LME:2>Investment:2>LME:1
1131.12222,1131,12222,4,1131,"('LME', 'LME', 'Investment', 'LME')",2222,LME>LME>Investment>LME,Investment+LME,LME:2>LME:2>Investment:2>LME:2
1132.11111,1132,11111,4,1132,"('LME', 'LME', 'Investment', 'OP')",1111,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:1>Investment:1>OP:1
1132.11112,1132,11112,4,1132,"('LME', 'LME', 'Investment', 'OP')",1112,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:1>Investment:1>OP:2
1132.11121,1132,11121,4,1132,"('LME', 'LME', 'Investment', 'OP')",1121,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:1>Investment:2>OP:1
1132.11122,1132,11122,4,1132,"('LME', 'LME', 'Investment', 'OP')",1122,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:1>Investment:2>OP:2
1132.11211,1132,11211,4,1132,"('LME', 'LME', 'Investment', 'OP')",1211,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:2>Investment:1>OP:1
1132.11212,1132,11212,4,1132,"('LME', 'LME', 'Investment', 'OP')",1212,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:2>Investment:1>OP:2
1132.11221,1132,11221,4,1132,"('LME', 'LME', 'Investment', 'OP')",1221,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:2>Investment:2>OP:1
1132.11222,1132,11222,4,1132,"('LME', 'LME', 'Investment', 'OP')",1222,LME>LME>Investment>OP,Investment+LME+OP,LME:1>LME:2>Investment:2>OP:2
1132.12111,1132,12111,4,1132,"('LME', 'LME', 'Investment', 'OP')",2111,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:1>Investment:1>OP:1
1132.12112,1132,12112,4,1132,"('LME', 'LME', 'Investment', 'OP')",2112,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:1>Investment:1>OP:2
1132.12121,1132,12121,4,1132,"('LME', 'LME', 'Investment', 'OP')",2121,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:1>Investment:2>OP:1
1132.12122,1132,12122,4,1132,"('LME', 'LME', 'Investment', 'OP')",2122,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:1>Investment:2>OP:2
1132.12211,1132,12211,4,1132,"('LME', 'LME', 'Investment', 'OP')",2211,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:2>Investment:1>OP:1
1132.12212,1132,12212,4,1132,"('LME', 'LME', 'Investment', 'OP')",2212,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:2>Investment:1>OP:2
1132.12221,1132,12221,4,1132,"('LME', 'LME', 'Investment', 'OP')",2221,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:2>Investment:2>OP:1
1132.12222,1132,12222,4,1132,"('LME', 'LME', 'Investment', 'OP')",2222,LME>LME>Investment>OP,Investment+LME+OP,LME:2>LME:2>Investment:2>OP:2
1133.11111,1133,11111,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1111,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:1>Investment:1>Investment:1
1133.11112,1133,11112,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1112,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:1>Investment:1>Investment:2
1133.11121,1133,11121,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1121,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:1>Investment:2>Investment:1
1133.11122,1133,11122,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1122,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:1>Investment:2>Investment:2
1133.11211,1133,11211,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1211,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:2>Investment:1>Investment:1
1133.11212,1133,11212,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1212,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:2>Investment:1>Investment:2
1133.11221,1133,11221,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1221,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:2>Investment:2>Investment:1
1133.11222,1133,11222,4,1133,"('LME', 'LME', 'Investment', 'Investment')",1222,LME>LME>Investment>Investment,Investment+LME,LME:1>LME:2>Investment:2>Investment:2
1133.12111,1133,12111,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2111,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:1>Investment:1>Investment:1
1133.12112,1133,12112,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2112,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:1>Investment:1>Investment:2
1133.12121,1133,12121,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2121,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:1>Investment:2>Investment:1
1133.12122,1133,12122,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2122,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:1>Investment:2>Investment:2
1133.12211,1133,12211,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2211,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:2>Investment:1>Investment:1
1133.12212,1133,12212,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2212,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:2>Investment:1>Investment:2
1133.12221,1133,12221,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2221,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:2>Investment:2>Investment:1
1133.12222,1133,12222,4,1133,"('LME', 'LME', 'Investment', 'Investment')",2222,LME>LME>Investment>Investment,Investment+LME,LME:2>LME:2>Investment:2>Investment:2
1211.111,1211,111,2,12,"('LME', 'OP')",11,LME>OP,LME+OP,LME:1>OP:1
1211.112,1211,112,2,12,"('LME', 'OP')",12,LME>OP,LME+OP,LME:1>OP:2
1211.121,1211,121,2,12,"('LME', 'OP')",21,LME>OP,LME+OP,LME:2>OP:1
1211.122,1211,122,2,12,"('LME', 'OP')",22,LME>OP,LME+OP,LME:2>OP:2
1211.1111,1211,1111,3,121,"('LME', 'OP', 'LME')",111,LME>OP>LME,LME+OP,LME:1>OP:1>LME:1
1211.1112,1211,1112,3,121,"('LME', 'OP', 'LME')",112,LME>OP>LME,LME+OP,LME:1>OP:1>LME:2
1211.1121,1211,1121,3,121,"('LME', 'OP', 'LME')",121,LME>OP>LME,LME+OP,LME:1>OP:2>LME:1
1211.1122,1211,1122,3,121,"('LME', 'OP', 'LME')",122,LME>OP>LME,LME+OP,LME:1>OP:2>LME:2
1211.1211,1211,1211,3,121,"('LME', 'OP', 'LME')",211,LME>OP>LME,LME+OP,LME:2>OP:1>LME:1
1211.1212,1211,1212,3,121,"('LME', 'OP', 'LME')",212,LME>OP>LME,LME+OP,LME:2>OP:1>LME:2
1211.1221,1211,1221,3,121,"('LME', 'OP', 'LME')",221,LME>OP>LME,LME+OP,LME:2>OP:2>LME:1
1211.1222,1211,1222,3,121,"('LME', 'OP', 'LME')",222,LME>OP>LME,LME+OP,LME:2>OP:2>LME:2
1211.11111,1211,11111,4,1211,"('LME', 'OP', 'LME', 'LME')",1111,LME>OP>LME>LME,LME+OP,LME:1>OP:1>LME:1>LME:1
1211.11112,1211,11112,4,1211,"('LME', 'OP', 'LME', 'LME')",1112,LME>OP>LME>LME,LME+OP,LME:1>OP:1>LME:1>LME:2
1211.11121,1211,11121,4,1211,"('LME', 'OP', 'LME', 'LME')",1121,LME>OP>LME>LME,LME+OP,LME:1>OP:1>LME:2>LME:1
1211.11122,1211,11122,4,1211,"('LME', 'OP', 'LME', 'LME')",1122,LME>OP>LME>LME,LME+OP,LME:1>OP:1>LME:2>LME:2
1211.11211,1211,11211,4,1211,"('LME', 'OP', 'LME', 'LME')",1211,LME>OP>LME>LME,LME+OP,LME:1>OP:2>LME:1>LME:1
1211.11212,1211,11212,4,1211,"('LME', 'OP', 'LME', 'LME')",1212,LME>OP>LME>LME,LME+OP,LME:1>OP:2>LME:1>LME:2
1211.11221,1211,11221,4,1211,"('LME', 'OP', 'LME', 'LME')",1221,LME>OP>LME>LME,LME+OP,LME:1>OP:2>LME:2>LME:1
1211.11222,1211,11222,4,1211,"('LME', 'OP', 'LME', 'LME')",1222,LME>OP>LME>LME,LME+OP,LME:1>OP:2>LME:2>LME:2
1211.12111,1211,12111,4,1211,"('LME', 'OP', 'LME', 'LME')",2111,LME>OP>LME>LME,LME+OP,LME:2>OP:1>LME:1>LME:1
1211.12112,1211,12112,4,1211,"('LME', 'OP', 'LME', 'LME')",2112,LME>OP>LME>LME,LME+OP,LME:2>OP:1>LME:1>LME:2
