column,order_digits,node_code,node_depth,effective_order_digits,effective_order_names,branch_digits,feature_order_label,feature_set_label,path_label,weight,portsN,selection_sr
1111.1,1111,1,0,,(),,,,,0.8788163799790604,10,0.5924735427416464
1233.11122,1233,11122,4,1233,"('LME', 'OP', 'Investment', 'Investment')",1122,LME>OP>Investment>Investment,Investment+LME+OP,LME:1>OP:1>Investment:2>Investment:2,-0.19982993727487516,10,0.5924735427416464
1311.11111,1311,11111,4,1311,"('LME', 'Investment', 'LME', 'LME')",1111,LME>Investment>LME>LME,Investment+LME,LME:1>Investment:1>LME:1>LME:1,1.5597248883509847,10,0.5924735427416464
1333.11222,1333,11222,4,1333,"('LME', 'Investment', 'Investment', 'Investment')",1222,LME>Investment>Investment>Investment,Investment+LME,LME:1>Investment:2>Investment:2>Investment:2,-0.17876359165401695,10,0.5924735427416464
2121.1111,2121,1111,3,212,"('OP', 'LME', 'OP')",111,OP>LME>OP,LME+OP,OP:1>LME:1>OP:1,-0.35001344211988816,10,0.5924735427416464
2131.1211,2131,1211,3,213,"('OP', 'LME', 'Investment')",211,OP>LME>Investment,Investment+LME+OP,OP:2>LME:1>Investment:1,0.23329774375629192,10,0.5924735427416464
2221.11111,2221,11111,4,2221,"('OP', 'OP', 'OP', 'LME')",1111,OP>OP>OP>LME,LME+OP,OP:1>OP:1>OP:1>LME:1,-0.5411946300118138,10,0.5924735427416464
2312.11211,2312,11211,4,2312,"('OP', 'Investment', 'LME', 'OP')",1211,OP>Investment>LME>OP,Investment+LME+OP,OP:1>Investment:2>LME:1>OP:1,-0.3064140588439181,10,0.5924735427416464
3111.11,3111,11,1,3,"('Investment',)",1,Investment,Investment,Investment:1,0.3995523289439643,10,0.5924735427416464
3133.12122,3133,12122,4,3133,"('Investment', 'LME', 'Investment', 'Investment')",2122,Investment>LME>Investment>Investment,Investment+LME,Investment:2>LME:1>Investment:2>Investment:2,-0.4951756811257892,10,0.5924735427416464
