column,order_digits,node_code,node_depth,effective_order_digits,effective_order_names,branch_digits,feature_order_label,feature_set_label,path_label,weight,portsN,selection_sr
1111.121,1111,121,2,11,"('LME', 'LME')",21,LME>LME,LME,LME:2>LME:1,0.0848794436352141,10,0.5816029477550385
1233.11122,1233,11122,4,1233,"('LME', 'OP', 'Investment', 'Investment')",1122,LME>OP>Investment>Investment,Investment+LME+OP,LME:1>OP:1>Investment:2>Investment:2,-0.5321869800153457,10,0.5816029477550385
1311.1211,1311,1211,3,131,"('LME', 'Investment', 'LME')",211,LME>Investment>LME,Investment+LME,LME:2>Investment:1>LME:1,0.006691944977949267,10,0.5816029477550385
1311.11111,1311,11111,4,1311,"('LME', 'Investment', 'LME', 'LME')",1111,LME>Investment>LME>LME,Investment+LME,LME:1>Investment:1>LME:1>LME:1,0.6689004972729871,10,0.5816029477550385
1333.11222,1333,11222,4,1333,"('LME', 'Investment', 'Investment', 'Investment')",1222,LME>Investment>Investment>Investment,Investment+LME,LME:1>Investment:2>Investment:2>Investment:2,-0.3653316561954403,10,0.5816029477550385
2121.1111,2121,1111,3,212,"('OP', 'LME', 'OP')",111,OP>LME>OP,LME+OP,OP:1>LME:1>OP:1,-0.12365646087543518,10,0.5816029477550385
2221.11111,2221,11111,4,2221,"('OP', 'OP', 'OP', 'LME')",1111,OP>OP>OP>LME,LME+OP,OP:1>OP:1>OP:1>LME:1,-0.3592028946898586,10,0.5816029477550385
3111.11,3111,11,1,3,"('Investment',)",1,Investment,Investment,Investment:1,1.219571676917858,10,0.5816029477550385
3111.11111,3111,11111,4,3111,"('Investment', 'LME', 'LME', 'LME')",1111,Investment>LME>LME>LME,Investment+LME,Investment:1>LME:1>LME:1>LME:1,0.6351951085113964,10,0.5816029477550385
3133.12122,3133,12122,4,3133,"('Investment', 'LME', 'Investment', 'Investment')",2122,Investment>LME>Investment>Investment,Investment+LME,Investment:2>LME:1>Investment:2>Investment:2,-0.234860679539325,10,0.5816029477550385
