column,order_digits,node_code,node_depth,effective_order_digits,effective_order_names,branch_digits,feature_order_label,feature_set_label,path_label,weight,portsN,selection_sr
1221.1111,1221,1111,3,122,"('LME', 'OP', 'OP')",111,LME>OP>OP,LME+OP,LME:1>OP:1>OP:1,-1.8432696499829513,10,0.7122948124575188
1233.11122,1233,11122,4,1233,"('LME', 'OP', 'Investment', 'Investment')",1122,LME>OP>Investment>Investment,Investment+LME+OP,LME:1>OP:1>Investment:2>Investment:2,-0.04741594638130644,10,0.7122948124575188
1333.11222,1333,11222,4,1333,"('LME', 'Investment', 'Investment', 'Investment')",1222,LME>Investment>Investment>Investment,Investment+LME,LME:1>Investment:2>Investment:2>Investment:2,-0.4562601427883805,10,0.7122948124575188
2121.1111,2121,1111,3,212,"('OP', 'LME', 'OP')",111,OP>LME>OP,LME+OP,OP:1>LME:1>OP:1,-0.48354800670416875,10,0.7122948124575188
2331.1211,2331,1211,3,233,"('OP', 'Investment', 'Investment')",211,OP>Investment>Investment,Investment+OP,OP:2>Investment:1>Investment:1,0.4031110693031,10,0.7122948124575188
3111.11111,3111,11111,4,3111,"('Investment', 'LME', 'LME', 'LME')",1111,Investment>LME>LME>LME,Investment+LME,Investment:1>LME:1>LME:1>LME:1,2.354972852721736,10,0.7122948124575188
3123.12112,3123,12112,4,3123,"('Investment', 'LME', 'OP', 'Investment')",2112,Investment>LME>OP>Investment,Investment+LME+OP,Investment:2>LME:1>OP:1>Investment:2,-0.0806304874159449,10,0.7122948124575188
3231.1121,3231,1121,3,323,"('Investment', 'OP', 'Investment')",121,Investment>OP>Investment,Investment+OP,Investment:1>OP:2>Investment:1,0.3293331975479729,10,0.7122948124575188
3233.11211,3233,11211,4,3233,"('Investment', 'OP', 'Investment', 'Investment')",1211,Investment>OP>Investment>Investment,Investment+OP,Investment:1>OP:2>Investment:1>Investment:1,0.1443161372760543,10,0.7122948124575188
3311.111,3311,111,2,33,"('Investment', 'Investment')",11,Investment>Investment,Investment,Investment:1>Investment:1,0.6793909764238886,10,0.7122948124575188
