characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,window_1,window_2,jaccard_feature_order,jaccard_feature_set
"hml,smb",mkt,8,5,2010-07-01_to_2013-07-01,2015-01-01_to_2018-01-01,0.0,1.0
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2011-07-01_to_2014-07-01,0.16393442622950818,1.0
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2012-01-01_to_2015-01-01,0.0,1.0
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2012-07-01_to_2015-07-01,0.0,1.0
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2013-01-01_to_2016-01-01,0.058823529411764705,0.5
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2013-07-01_to_2016-07-01,0.11864406779661017,1.0
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2014-01-01_to_2017-01-01,0.15217391304347827,1.0
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2014-07-01_to_2017-07-01,0.12280701754385964,1.0
"hml,smb",mkt,8,5,2011-01-01_to_2014-01-01,2015-01-01_to_2018-01-01,0.041666666666666664,0.5
"hml,smb",mkt,8,5,2011-07-01_to_2014-07-01,2012-01-01_to_2015-01-01,0.0,1.0
"hml,smb",mkt,8,5,2011-07-01_to_2014-07-01,2012-07-01_to_2015-07-01,0.0,1.0
"hml,smb",mkt,8,5,2011-07-01_to_2014-07-01,2013-01-01_to_2016-01-01,0.05555555555555555,0.5
"hml,smb",mkt,8,5,2011-07-01_to_2014-07-01,2013-07-01_to_2016-07-01,0.13114754098360656,1.0
"hml,smb",mkt,8,5,2011-07-01_to_2014-07-01,2014-01-01_to_2017-01-01,0.21739130434782608,1.0
"hml,smb",mkt,8,5,2011-07-01_to_2014-07-01,2014-07-01_to_2017-07-01,0.03076923076923077,1.0
"hml,smb",mkt,8,5,2011-07-01_to_2014-07-01,2015-01-01_to_2018-01-01,0.019230769230769232,0.5
"hml,smb",mkt,8,5,2012-01-01_to_2015-01-01,2012-07-01_to_2015-07-01,0.0392156862745098,1.0
"hml,smb",mkt,8,5,2012-01-01_to_2015-01-01,2013-01-01_to_2016-01-01,0.0,0.5
"hml,smb",mkt,8,5,2012-01-01_to_2015-01-01,2013-07-01_to_2016-07-01,0.0,1.0
"hml,smb",mkt,8,5,2012-01-01_to_2015-01-01,2014-01-01_to_2017-01-01,0.0,1.0
"hml,smb",mkt,8,5,2012-01-01_to_2015-01-01,2014-07-01_to_2017-07-01,0.0,1.0
"hml,smb",mkt,8,5,2012-01-01_to_2015-01-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb",mkt,8,5,2012-07-01_to_2015-07-01,2013-01-01_to_2016-01-01,0.0,0.5
"hml,smb",mkt,8,5,2012-07-01_to_2015-07-01,2013-07-01_to_2016-07-01,0.0,1.0
"hml,smb",mkt,8,5,2012-07-01_to_2015-07-01,2014-01-01_to_2017-01-01,0.0,1.0
"hml,smb",mkt,8,5,2012-07-01_to_2015-07-01,2014-07-01_to_2017-07-01,0.0,1.0
"hml,smb",mkt,8,5,2012-07-01_to_2015-07-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb",mkt,8,5,2013-01-01_to_2016-01-01,2013-07-01_to_2016-07-01,0.10638297872340426,0.5
"hml,smb",mkt,8,5,2013-01-01_to_2016-01-01,2014-01-01_to_2017-01-01,0.02631578947368421,0.5
"hml,smb",mkt,8,5,2013-01-01_to_2016-01-01,2014-07-01_to_2017-07-01,0.21951219512195122,0.5
"hml,smb",mkt,8,5,2013-01-01_to_2016-01-01,2015-01-01_to_2018-01-01,0.02857142857142857,1.0
"hml,smb",mkt,8,5,2013-07-01_to_2016-07-01,2014-01-01_to_2017-01-01,0.0851063829787234,1.0
"hml,smb",mkt,8,5,2013-07-01_to_2016-07-01,2014-07-01_to_2017-07-01,0.03333333333333333,1.0
"hml,smb",mkt,8,5,2013-07-01_to_2016-07-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb",mkt,8,5,2014-01-01_to_2017-01-01,2014-07-01_to_2017-07-01,0.0425531914893617,1.0
"hml,smb",mkt,8,5,2014-01-01_to_2017-01-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb",mkt,8,5,2014-07-01_to_2017-07-01,2015-01-01_to_2018-01-01,0.06976744186046512,0.5
