characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,window_1,window_2,jaccard_feature_order,jaccard_feature_set
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2014-07-01_to_2017-07-01,0.12422360248447205,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2015-01-01_to_2018-01-01,0.08982035928143713,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2011-07-01_to_2014-07-01,0.10204081632653061,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2012-01-01_to_2015-01-01,0.012422360248447204,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2012-07-01_to_2015-07-01,0.013157894736842105,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2013-01-01_to_2016-01-01,0.03225806451612903,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2013-07-01_to_2016-07-01,0.024691358024691357,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2014-01-01_to_2017-01-01,0.08,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2014-07-01_to_2017-07-01,0.10967741935483871,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2015-01-01_to_2018-01-01,0.02976190476190476,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2012-01-01_to_2015-01-01,0.03821656050955414,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2012-07-01_to_2015-07-01,0.03355704697986577,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2013-01-01_to_2016-01-01,0.03896103896103896,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2013-07-01_to_2016-07-01,0.05063291139240506,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2014-01-01_to_2017-01-01,0.0945945945945946,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2014-07-01_to_2017-07-01,0.10967741935483871,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2015-01-01_to_2018-01-01,0.03592814371257485,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2012-07-01_to_2015-07-01,0.12318840579710146,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2013-01-01_to_2016-01-01,0.10273972602739725,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2013-07-01_to_2016-07-01,0.11333333333333333,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2014-01-01_to_2017-01-01,0.03821656050955414,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2014-07-01_to_2017-07-01,0.02976190476190476,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2015-01-01_to_2018-01-01,0.10126582278481013,0.75
"hml,smb,mom","mkt,hml,smb",14,5,2012-07-01_to_2015-07-01,2013-01-01_to_2016-01-01,0.08571428571428572,1.0
"hml,smb,mom","mkt,hml,smb",14,5,2012-07-01_to_2015-07-01,2013-07-01_to_2016-07-01,0.16176470588235295,1.0
