characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,avg_jaccard_feature_order,avg_jaccard_feature_set,min_jaccard_feature_order,min_jaccard_feature_set
"hml,smb,mom","mkt,hml,smb,mom",8,5,0.2404897037089989,0.9294871794871795,0.031746031746031744,0.75
