characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,feature_order,count,n_windows,avg_leaf_depth,avg_n_stocks
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml>hml>smb>hml,4,1,8.0,25.25
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>hml>hml>hml>hml,4,1,8.0,31.75
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>hml>smb,4,1,6.0,6.25
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>hml>hml>smb>hml>hml,4,1,8.0,29.0
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>hml>hml>smb>smb>smb,4,1,8.0,11.25
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>smb>smb>smb>hml>hml,4,1,8.0,12.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>smb>smb>hml,3,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>smb>smb,3,2,6.0,6.333333333333333
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>smb>smb>smb,3,1,7.0,5.333333333333333
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>hml>smb>smb,3,1,7.0,8.333333333333334
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>smb>smb>hml>hml,3,2,7.0,6.333333333333333
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>hml>hml>hml,3,2,7.0,8.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>hml>smb>smb,3,1,7.0,7.333333333333333
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>smb,3,3,5.0,7.666666666666667
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>smb>smb,3,2,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>smb>smb,3,1,6.0,8.333333333333334
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>hml>hml>smb,3,1,6.0,5.666666666666667
"hml,smb","mkt,hml,smb",8,5,hml,2,2,1.0,7.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>hml>hml>hml>hml,2,1,8.0,59.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>hml>hml>hml>smb,2,1,8.0,20.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>hml>hml>smb>smb,2,1,8.0,8.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>smb>hml>hml,2,1,7.0,8.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>smb>smb>hml>hml,2,1,8.0,5.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>hml>hml,2,2,6.0,8.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>hml>smb>hml>hml,2,1,8.0,33.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>hml>smb>smb,2,1,7.0,7.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>smb,2,2,5.0,7.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>smb>smb>hml>smb,2,1,8.0,24.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>hml>hml,2,2,5.0,7.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>hml>hml>hml,2,1,6.0,5.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>hml>hml>smb,2,1,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>hml>smb>hml>hml>smb,2,1,8.0,12.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>hml>smb>hml>smb,2,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>smb>hml>hml>hml>hml,2,1,8.0,51.5
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>smb>hml>smb>smb>hml,2,1,8.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>smb>smb>smb>smb,2,2,7.0,6.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>smb>smb>smb>smb>hml,2,1,8.0,130.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>smb>smb>smb>smb>smb,2,1,8.0,5.5
"hml,smb","mkt,hml,smb",8,5,hml>smb,2,2,2.0,7.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>hml>smb>smb>smb,2,1,8.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb,2,2,5.0,6.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb>hml>hml>hml,2,1,8.0,16.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb>hml>hml>smb,2,1,8.0,99.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb>smb,2,1,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb>smb>hml>smb,2,1,8.0,18.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb>smb>smb>smb,2,1,8.0,104.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>smb>hml>hml>hml>hml,2,1,8.0,8.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>smb>smb>smb>hml,2,1,7.0,6.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb,2,2,3.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>hml>hml>smb,2,2,7.0,5.5
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>smb>hml>smb>hml,2,1,8.0,11.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>smb>hml>smb>smb,2,1,8.0,18.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>smb>smb>hml,2,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>smb>smb>hml>hml>smb,2,1,8.0,5.5
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>smb>smb>hml>smb,2,1,7.0,6.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml>hml>hml>hml,2,1,8.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml>smb>hml,2,1,7.0,7.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml>smb>hml>hml,2,1,8.0,8.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml>smb>hml>smb,2,1,8.0,21.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>smb>smb>smb>smb,2,1,8.0,5.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>hml,2,1,5.0,6.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>hml>hml>hml,2,1,7.0,8.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>smb>smb>smb>smb,2,1,8.0,5.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml,2,1,5.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>hml,2,1,6.0,6.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>hml>hml,2,1,7.0,6.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>hml>smb>hml,2,1,8.0,7.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>smb,2,1,6.0,7.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>smb>hml,2,1,7.0,5.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>smb>smb>hml,2,1,8.0,26.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>smb>smb>smb,2,1,8.0,42.5
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>smb>hml>hml>hml,2,1,8.0,8.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>smb>hml>smb>smb,2,1,8.0,80.0
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml,2,1,3.0,6.0
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>hml>hml>smb>hml,2,1,7.0,6.5
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>smb>smb>hml>hml,2,1,7.0,5.5
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>smb>smb>smb>hml,2,1,7.0,7.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml,1,1,3.0,7.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>hml>hml>smb,1,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>hml>smb>smb>smb,1,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>hml>hml>hml,1,1,7.0,8.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>smb>hml,1,1,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>hml>smb>smb>hml>hml,1,1,7.0,7.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>hml>smb>hml,1,1,6.0,8.0
"hml,smb","mkt,hml,smb",8,5,hml>hml>smb>hml>smb>hml>hml,1,1,7.0,9.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml,1,1,3.0,8.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>hml>smb,1,1,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb>hml,1,1,6.0,6.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>hml>smb>smb>smb,1,1,7.0,6.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>smb>smb>smb,1,1,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>hml>smb>smb>smb>smb,1,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>hml>hml>hml,1,1,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>smb,1,1,4.0,5.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>smb>smb,1,1,5.0,6.0
"hml,smb","mkt,hml,smb",8,5,hml>smb>smb>smb>smb>hml>hml,1,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml,1,1,3.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml,1,1,5.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml>hml,1,1,6.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>hml>hml>hml,1,1,7.0,7.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>smb,1,1,5.0,8.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>smb>smb,1,1,6.0,6.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>hml>smb>smb>smb,1,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>hml>hml>smb,1,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>hml>smb>smb>smb>smb,1,1,7.0,7.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>hml>hml>smb,1,1,7.0,6.0
"hml,smb","mkt,hml,smb",8,5,smb>hml>smb>smb>smb>hml>hml,1,1,7.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>hml>hml,1,1,5.0,8.0
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>smb,1,1,4.0,5.0
"hml,smb","mkt,hml,smb",8,5,smb>smb>hml>smb>smb>hml,1,1,6.0,5.0
