characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,window_1,window_2,jaccard_feature_order,jaccard_feature_set
"hml,smb,mom","mkt,hml,smb",11,5,2009-07-01_to_2012-07-01,2013-07-01_to_2016-07-01,0.08088235294117647,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2009-07-01_to_2012-07-01,2014-01-01_to_2017-01-01,0.10687022900763359,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2009-07-01_to_2012-07-01,2014-07-01_to_2017-07-01,0.11188811188811189,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2009-07-01_to_2012-07-01,2015-01-01_to_2018-01-01,0.072992700729927,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2010-07-01_to_2013-07-01,0.10869565217391304,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2011-01-01_to_2014-01-01,0.0547945205479452,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2011-07-01_to_2014-07-01,0.072992700729927,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2012-01-01_to_2015-01-01,0.09923664122137404,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2012-07-01_to_2015-07-01,0.06722689075630252,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2013-01-01_to_2016-01-01,0.14960629921259844,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2013-07-01_to_2016-07-01,0.15625,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2014-01-01_to_2017-01-01,0.140625,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2014-07-01_to_2017-07-01,0.11888111888111888,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-01-01_to_2013-01-01,2015-01-01_to_2018-01-01,0.1297709923664122,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2011-01-01_to_2014-01-01,0.11971830985915492,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2011-07-01_to_2014-07-01,0.10144927536231885,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2012-01-01_to_2015-01-01,0.02054794520547945,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2012-07-01_to_2015-07-01,0.03937007874015748,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2013-01-01_to_2016-01-01,0.12686567164179105,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2013-07-01_to_2016-07-01,0.0851063829787234,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2014-01-01_to_2017-01-01,0.15267175572519084,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2014-07-01_to_2017-07-01,0.13793103448275862,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2010-07-01_to_2013-07-01,2015-01-01_to_2018-01-01,0.10071942446043165,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2011-07-01_to_2014-07-01,0.10869565217391304,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2012-01-01_to_2015-01-01,0.013513513513513514,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2012-07-01_to_2015-07-01,0.015267175572519083,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2013-01-01_to_2016-01-01,0.034013605442176874,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2013-07-01_to_2016-07-01,0.02666666666666667,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2014-01-01_to_2017-01-01,0.08571428571428572,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2014-07-01_to_2017-07-01,0.11409395973154363,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-01-01_to_2014-01-01,2015-01-01_to_2018-01-01,0.03355704697986577,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-07-01_to_2014-07-01,2012-01-01_to_2015-01-01,0.043795620437956206,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2011-07-01_to_2014-07-01,2012-07-01_to_2015-07-01,0.04132231404958678,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2011-07-01_to_2014-07-01,2013-01-01_to_2016-01-01,0.04316546762589928,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2011-07-01_to_2014-07-01,2013-07-01_to_2016-07-01,0.05755395683453238,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2011-07-01_to_2014-07-01,2014-01-01_to_2017-01-01,0.10687022900763359,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2011-07-01_to_2014-07-01,2014-07-01_to_2017-07-01,0.11971830985915492,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2011-07-01_to_2014-07-01,2015-01-01_to_2018-01-01,0.0425531914893617,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2012-01-01_to_2015-01-01,2012-07-01_to_2015-07-01,0.17142857142857143,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2012-01-01_to_2015-01-01,2013-01-01_to_2016-01-01,0.11811023622047244,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2012-01-01_to_2015-01-01,2013-07-01_to_2016-07-01,0.13385826771653545,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2012-01-01_to_2015-01-01,2014-01-01_to_2017-01-01,0.04411764705882353,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2012-01-01_to_2015-01-01,2014-07-01_to_2017-07-01,0.033112582781456956,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2012-01-01_to_2015-01-01,2015-01-01_to_2018-01-01,0.125,0.75
"hml,smb,mom","mkt,hml,smb",11,5,2012-07-01_to_2015-07-01,2013-01-01_to_2016-01-01,0.10619469026548672,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2012-07-01_to_2015-07-01,2013-07-01_to_2016-07-01,0.19811320754716982,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2012-07-01_to_2015-07-01,2014-01-01_to_2017-01-01,0.07758620689655173,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2012-07-01_to_2015-07-01,2014-07-01_to_2017-07-01,0.02962962962962963,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2012-07-01_to_2015-07-01,2015-01-01_to_2018-01-01,0.1651376146788991,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2013-01-01_to_2016-01-01,2013-07-01_to_2016-07-01,0.168,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2013-01-01_to_2016-01-01,2014-01-01_to_2017-01-01,0.152,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2013-01-01_to_2016-01-01,2014-07-01_to_2017-07-01,0.09722222222222222,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2013-01-01_to_2016-01-01,2015-01-01_to_2018-01-01,0.11450381679389313,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2013-07-01_to_2016-07-01,2014-01-01_to_2017-01-01,0.14960629921259844,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2013-07-01_to_2016-07-01,2014-07-01_to_2017-07-01,0.059602649006622516,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2013-07-01_to_2016-07-01,2015-01-01_to_2018-01-01,0.1746031746031746,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2014-01-01_to_2017-01-01,2014-07-01_to_2017-07-01,0.1366906474820144,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2014-01-01_to_2017-01-01,2015-01-01_to_2018-01-01,0.12307692307692308,1.0
"hml,smb,mom","mkt,hml,smb",11,5,2014-07-01_to_2017-07-01,2015-01-01_to_2018-01-01,0.05263157894736842,1.0
