characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,avg_jaccard_feature_order,avg_jaccard_feature_set,min_jaccard_feature_order,min_jaccard_feature_set
"hml,smb","mkt,hml,smb",8,5,0.06314641796626964,0.7692307692307693,0.0,0.5
