window,testing_start_date,testing_end_date,characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,node_id,leaf_depth,depth_position,feature
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,22,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,22,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,22,8,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,22,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,22,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,22,8,8,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,23,8,8,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,24,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,24,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,24,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,24,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,24,7,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,24,7,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,24,7,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,27,4,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,27,4,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,27,4,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,27,4,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,28,4,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,28,4,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,28,4,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,28,4,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,7,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,34,8,8,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,7,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,35,8,8,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,7,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,37,8,8,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,7,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,38,8,8,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,40,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,40,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,40,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,40,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,40,7,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,40,7,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,40,7,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,41,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,41,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,41,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,41,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,41,7,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,41,7,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,41,7,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,43,6,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,43,6,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,43,6,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,43,6,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,43,6,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,43,6,6,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,45,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,45,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,45,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,45,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,45,7,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,45,7,6,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,45,7,7,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,46,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,46,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,46,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,46,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,46,7,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,46,7,6,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,46,7,7,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,51,8,8,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,52,8,8,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,53,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,53,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,53,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,53,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,53,7,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,53,7,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,53,7,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,55,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,55,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,55,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,55,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,55,7,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,55,7,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,55,7,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,56,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,56,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,56,7,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,56,7,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,56,7,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,56,7,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,56,7,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,58,6,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,58,6,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,58,6,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,58,6,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,58,6,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,58,6,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,59,6,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,59,6,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,59,6,3,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,59,6,4,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,59,6,5,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,59,6,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,64,5,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,64,5,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,64,5,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,64,5,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,64,5,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,65,5,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,65,5,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,65,5,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,65,5,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,65,5,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,66,4,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,66,4,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,66,4,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,66,4,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,67,3,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,67,3,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,67,3,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,74,8,8,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,75,8,8,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,77,8,8,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,78,8,8,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,80,7,1,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,80,7,2,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,80,7,3,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,80,7,4,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,80,7,5,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,80,7,6,hml
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,80,7,7,smb
2009-01-01_to_2012-01-01,2009-01-01,2012-01-01,"hml,smb",mkt,8,5,82,8,1,hml
