characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,feature_order,count,n_windows,avg_leaf_depth,avg_n_stocks
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>smb>smb,8,5,9.0,5.625
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom,8,5,7.0,6.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>hml>hml>smb,8,3,10.0,6.125
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>hml>smb,8,4,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>smb>hml,8,4,9.0,5.375
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>smb>smb,8,3,9.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>hml>mom,8,5,7.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>mom>smb,7,3,9.0,6.285714285714286
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>smb>smb,7,2,9.0,5.571428571428571
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>smb>mom,7,4,9.0,6.428571428571429
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>hml>hml>hml,7,4,10.0,6.857142857142857
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>hml>hml,7,4,9.0,6.571428571428571
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>mom,7,3,9.0,5.857142857142857
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>smb,7,4,8.0,6.285714285714286
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>mom>hml>smb,7,2,10.0,5.857142857142857
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>mom>smb>smb,7,4,10.0,7.142857142857143
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>hml,6,2,8.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom,6,4,5.0,8.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>smb>mom,6,2,9.0,6.166666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>hml>mom,6,3,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>mom>smb,6,3,9.0,7.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>hml>hml>smb>hml,6,1,11.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>smb>smb>mom>smb>smb,6,1,12.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>smb>hml>mom,6,2,10.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>smb>smb>hml,6,2,10.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>hml,6,4,9.0,6.166666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>mom,6,3,8.0,6.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>hml>hml>hml,6,1,10.0,6.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>hml>mom>smb,6,3,8.0,5.833333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>mom>hml,6,3,9.0,6.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>smb>smb,6,3,8.0,5.833333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>hml,5,3,4.0,5.4
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml,5,2,6.0,6.4
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>mom,5,3,8.0,6.4
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml>mom>hml,5,2,10.0,6.6
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml>smb,5,2,9.0,6.6
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>mom,5,3,8.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>smb>smb,5,2,9.0,5.4
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>hml>hml,5,3,9.0,5.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>mom>hml>hml,5,2,10.0,5.4
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>smb>hml,5,3,9.0,5.4
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>smb>mom>smb,5,3,10.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>smb>smb>hml>smb,5,2,11.0,5.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>hml>hml>smb,5,3,10.0,6.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>hml>smb,5,3,9.0,5.8
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>mom>hml,5,2,9.0,5.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>mom>hml,5,3,8.0,6.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>mom>smb,5,2,8.0,5.8
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>hml>hml>mom>smb,5,1,11.0,7.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>mom>hml,5,4,9.0,7.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>mom>hml>hml>mom,5,2,11.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>mom>hml>smb,5,3,10.0,5.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>smb>hml>smb,5,3,10.0,6.4
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>smb>smb>mom,5,3,10.0,5.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>smb,5,3,9.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>hml>hml,5,3,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>hml>smb>smb,5,3,10.0,7.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>smb>hml>smb,5,3,10.0,6.2
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>hml>smb,5,3,7.0,5.6
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>mom>smb,5,3,8.0,6.6
"hml,smb,mom",mkt,14,5,mom,4,4,1.0,8.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>mom>mom,4,3,9.0,5.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>hml>hml,4,1,8.0,5.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>hml>hml>smb>smb>mom,4,1,11.0,5.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>smb>hml>hml>hml>hml,4,1,11.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>smb>hml>smb,4,1,9.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>smb>mom>hml,4,1,8.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml>hml,4,2,9.0,7.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml>hml>smb,4,2,10.0,6.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml>mom,4,2,9.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml>smb>smb,4,2,10.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>smb>hml>hml,4,2,10.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>smb>mom>hml>smb,4,1,11.0,7.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>smb>smb>smb>mom,4,2,11.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>smb>smb>hml,4,2,10.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>hml>hml,4,1,9.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>hml>hml>hml,4,1,10.0,7.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>hml>mom>hml,4,1,10.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>hml>mom>hml>hml,4,1,11.0,5.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>hml>smb>hml,4,2,10.0,7.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>hml>smb>hml>hml,4,2,11.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>mom>hml,4,2,9.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>smb>smb>hml,4,3,10.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>hml>hml>smb>hml>smb,4,1,12.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>mom>mom,4,1,9.0,5.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>smb>hml>mom>smb,4,2,11.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>smb>hml>smb>hml,4,2,11.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>smb>smb,4,4,9.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>smb>smb>smb,4,2,10.0,5.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>mom>hml>mom,4,2,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>mom>smb>hml>hml>hml,4,1,11.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>hml>hml>mom,4,2,10.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>mom>hml>hml,4,2,10.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>mom>smb,4,2,9.0,7.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>mom>smb>smb>hml,4,1,11.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>smb>hml>smb>hml>hml>mom>smb,4,1,14.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>smb>mom>hml,4,1,10.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>hml>mom>mom>hml,4,1,12.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>mom>hml>smb,4,2,11.0,6.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>mom>smb,4,1,10.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>smb>smb,4,2,10.0,5.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>smb>smb>hml,4,3,10.0,5.75
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>smb>smb>hml>hml>mom,4,2,12.0,7.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>hml>hml>mom,4,1,10.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>mom>hml,4,2,9.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>smb>smb,4,2,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>hml>mom>hml,4,2,10.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>hml>mom>mom>hml,4,2,11.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>mom>smb>smb>mom,4,2,11.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>smb>smb>mom,4,1,10.0,6.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>hml>hml>hml,4,3,8.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>hml>hml>smb,4,2,8.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>hml,4,2,8.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>mom,4,3,8.0,7.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>mom>smb,4,2,9.0,6.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>smb>smb,4,2,9.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>mom>smb>hml>hml>smb,4,1,11.0,7.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>smb,4,3,7.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>smb>hml,4,1,8.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>smb>hml>mom,4,1,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>smb>smb,4,2,7.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>smb>mom>smb>smb>hml>mom,4,1,9.0,5.25
"hml,smb,mom",mkt,14,5,mom>mom>mom>smb>smb>smb,4,1,6.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom,3,3,2.0,8.666666666666666
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>mom,3,2,7.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>hml>hml>smb,3,2,9.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>hml>smb,3,1,8.0,7.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>smb>smb,3,2,8.0,5.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>mom>smb>smb>mom>smb>smb,3,1,11.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>smb>smb,3,2,7.0,5.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml,3,2,8.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>hml>hml>hml,3,2,10.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>mom>smb,3,2,9.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>hml>smb>hml,3,2,9.0,7.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>hml>mom>smb,3,1,10.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>hml>smb,3,2,9.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>hml>smb>hml,3,1,10.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>mom>hml,3,2,9.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>smb>hml>hml>hml>hml>mom,3,1,13.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>mom>smb>smb>mom>smb,3,2,11.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>smb>mom>hml,3,3,10.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>hml>smb>smb>mom>hml>smb,3,2,11.0,6.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom,3,3,6.0,8.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>hml>hml>hml>hml,3,2,11.0,5.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>hml>mom>smb,3,1,10.0,7.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>smb>mom>smb,3,1,10.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>hml>smb>smb>mom,3,2,10.0,6.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>mom>hml>mom>hml,3,1,10.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>hml>hml>hml>hml,3,1,11.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>hml>mom,3,2,9.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>hml>smb,3,2,9.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>mom>smb>mom>mom,3,1,9.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>mom>smb>mom,3,2,11.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>mom>smb>smb,3,2,11.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>hml>smb>smb>smb,3,2,11.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>mom>hml>hml>hml,3,1,11.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>mom>smb,3,1,9.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>hml>smb>hml>hml,3,1,10.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>mom>mom>smb>hml>smb,3,1,11.0,5.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>hml>mom,3,2,9.0,5.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>smb>hml>smb>hml,3,2,11.0,6.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>mom>smb>smb>smb>smb>hml,3,2,10.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>hml>hml,3,2,9.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>hml>smb>smb,3,2,10.0,5.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>hml>smb>smb>smb>hml>smb>hml,3,1,13.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>mom>hml,3,2,8.0,5.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>mom>smb>hml,3,2,9.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>mom>smb>hml>hml,3,1,9.0,6.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>smb>hml,3,1,7.0,6.333333333333333
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>smb>mom>hml>mom,3,2,9.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>smb>smb>smb>hml,3,2,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>smb>smb>smb>smb>smb>smb,3,1,10.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>smb,3,2,4.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>smb>mom>smb>hml>hml>mom>smb,3,1,10.0,5.666666666666667
"hml,smb,mom",mkt,14,5,mom>hml,2,1,2.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>hml,2,1,3.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom,2,2,3.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>hml>mom,2,1,5.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom,2,2,4.0,9.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>hml,2,1,7.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>hml>hml,2,1,8.0,7.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>hml>smb>hml,2,1,9.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>mom>mom,2,1,8.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>mom>mom>hml>mom>hml,2,1,12.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>mom>mom>smb,2,1,10.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>mom>smb>hml,2,1,10.0,5.5
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>smb,2,2,8.0,6.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>smb>hml>mom>smb,2,1,11.0,5.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>smb>mom>smb>smb,2,1,11.0,8.0
"hml,smb,mom",mkt,14,5,mom>mom>mom>mom>hml>hml>smb>smb>smb>hml>hml>hml>smb>hml,2,1,14.0,7.0
