characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,window_1,window_2,jaccard_feature_order,jaccard_feature_set
"hml,smb,mom","mkt,hml,smb,mom",14,5,2012-01-01_to_2015-01-01,2014-07-01_to_2017-07-01,0.02976190476190476,0.75
"hml,smb,mom","mkt,hml,smb,mom",14,5,2012-01-01_to_2015-01-01,2015-01-01_to_2018-01-01,0.10126582278481013,0.75
"hml,smb,mom","mkt,hml,smb,mom",14,5,2012-07-01_to_2015-07-01,2013-01-01_to_2016-01-01,0.08571428571428572,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2012-07-01_to_2015-07-01,2013-07-01_to_2016-07-01,0.15328467153284672,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2012-07-01_to_2015-07-01,2014-01-01_to_2017-01-01,0.06206896551724138,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2012-07-01_to_2015-07-01,2014-07-01_to_2017-07-01,0.025,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2012-07-01_to_2015-07-01,2015-01-01_to_2018-01-01,0.12244897959183673,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2013-01-01_to_2016-01-01,2013-07-01_to_2016-07-01,0.14685314685314685,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2013-01-01_to_2016-01-01,2014-01-01_to_2017-01-01,0.1347517730496454,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2013-01-01_to_2016-01-01,2014-07-01_to_2017-07-01,0.08974358974358974,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2013-01-01_to_2016-01-01,2015-01-01_to_2018-01-01,0.09615384615384616,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2013-07-01_to_2016-07-01,2014-01-01_to_2017-01-01,0.1292517006802721,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2013-07-01_to_2016-07-01,2014-07-01_to_2017-07-01,0.05389221556886228,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2013-07-01_to_2016-07-01,2015-01-01_to_2018-01-01,0.14193548387096774,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2014-01-01_to_2017-01-01,2014-07-01_to_2017-07-01,0.12418300653594772,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2014-01-01_to_2017-01-01,2015-01-01_to_2018-01-01,0.10191082802547771,1.0
"hml,smb,mom","mkt,hml,smb,mom",14,5,2014-07-01_to_2017-07-01,2015-01-01_to_2018-01-01,0.045714285714285714,1.0
