characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,avg_jaccard_feature_order,avg_jaccard_feature_set,min_jaccard_feature_order,min_jaccard_feature_set
"hml,smb,mom","mkt,hml,smb",14,5,0.08752479001464303,0.9294871794871795,0.012422360248447204,0.75
