characteristics,factors,ap_tree_max_depth,ap_tree_min_samples_leaf,window_1,window_2,jaccard_feature_order,jaccard_feature_set
"hml,smb","mkt,hml,smb",14,5,2009-07-01_to_2012-07-01,2012-07-01_to_2015-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2009-07-01_to_2012-07-01,2013-01-01_to_2016-01-01,0.03125,0.5
"hml,smb","mkt,hml,smb",14,5,2009-07-01_to_2012-07-01,2013-07-01_to_2016-07-01,0.050724637681159424,1.0
"hml,smb","mkt,hml,smb",14,5,2009-07-01_to_2012-07-01,2014-01-01_to_2017-01-01,0.023809523809523808,1.0
"hml,smb","mkt,hml,smb",14,5,2009-07-01_to_2012-07-01,2014-07-01_to_2017-07-01,0.07317073170731707,1.0
"hml,smb","mkt,hml,smb",14,5,2009-07-01_to_2012-07-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2010-07-01_to_2013-07-01,0.006944444444444444,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2011-01-01_to_2014-01-01,0.04861111111111111,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2011-07-01_to_2014-07-01,0.04794520547945205,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2012-01-01_to_2015-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2012-07-01_to_2015-07-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2013-01-01_to_2016-01-01,0.015267175572519083,1.0
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2013-07-01_to_2016-07-01,0.028169014084507043,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2014-01-01_to_2017-01-01,0.06557377049180328,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2014-07-01_to_2017-07-01,0.007575757575757576,0.5
"hml,smb","mkt,hml,smb",14,5,2010-01-01_to_2013-01-01,2015-01-01_to_2018-01-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2011-01-01_to_2014-01-01,0.05405405405405406,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2011-07-01_to_2014-07-01,0.12056737588652482,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2012-01-01_to_2015-01-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2012-07-01_to_2015-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2013-01-01_to_2016-01-01,0.0072992700729927005,0.5
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2013-07-01_to_2016-07-01,0.07092198581560284,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2014-01-01_to_2017-01-01,0.046511627906976744,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2014-07-01_to_2017-07-01,0.0072992700729927005,1.0
"hml,smb","mkt,hml,smb",14,5,2010-07-01_to_2013-07-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2011-07-01_to_2014-07-01,0.07894736842105263,1.0
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2012-01-01_to_2015-01-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2012-07-01_to_2015-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2013-01-01_to_2016-01-01,0.02127659574468085,0.5
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2013-07-01_to_2016-07-01,0.053691275167785234,1.0
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2014-01-01_to_2017-01-01,0.06015037593984962,1.0
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2014-07-01_to_2017-07-01,0.051094890510948905,1.0
"hml,smb","mkt,hml,smb",14,5,2011-01-01_to_2014-01-01,2015-01-01_to_2018-01-01,0.014084507042253521,0.5
"hml,smb","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2012-01-01_to_2015-01-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2012-07-01_to_2015-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2013-01-01_to_2016-01-01,0.02097902097902098,0.5
"hml,smb","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2013-07-01_to_2016-07-01,0.06,1.0
"hml,smb","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2014-01-01_to_2017-01-01,0.07518796992481203,1.0
"hml,smb","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2014-07-01_to_2017-07-01,0.013888888888888888,1.0
"hml,smb","mkt,hml,smb",14,5,2011-07-01_to_2014-07-01,2015-01-01_to_2018-01-01,0.006896551724137931,0.5
"hml,smb","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2012-07-01_to_2015-07-01,0.014705882352941176,1.0
"hml,smb","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2013-01-01_to_2016-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2013-07-01_to_2016-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2014-01-01_to_2017-01-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2014-07-01_to_2017-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2012-01-01_to_2015-01-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2012-07-01_to_2015-07-01,2013-01-01_to_2016-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2012-07-01_to_2015-07-01,2013-07-01_to_2016-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2012-07-01_to_2015-07-01,2014-01-01_to_2017-01-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2012-07-01_to_2015-07-01,2014-07-01_to_2017-07-01,0.0,1.0
"hml,smb","mkt,hml,smb",14,5,2012-07-01_to_2015-07-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2013-01-01_to_2016-01-01,2013-07-01_to_2016-07-01,0.045112781954887216,0.5
"hml,smb","mkt,hml,smb",14,5,2013-01-01_to_2016-01-01,2014-01-01_to_2017-01-01,0.00819672131147541,0.5
"hml,smb","mkt,hml,smb",14,5,2013-01-01_to_2016-01-01,2014-07-01_to_2017-07-01,0.1559633027522936,0.5
"hml,smb","mkt,hml,smb",14,5,2013-01-01_to_2016-01-01,2015-01-01_to_2018-01-01,0.008,1.0
"hml,smb","mkt,hml,smb",14,5,2013-07-01_to_2016-07-01,2014-01-01_to_2017-01-01,0.030303030303030304,1.0
"hml,smb","mkt,hml,smb",14,5,2013-07-01_to_2016-07-01,2014-07-01_to_2017-07-01,0.014598540145985401,1.0
"hml,smb","mkt,hml,smb",14,5,2013-07-01_to_2016-07-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2014-01-01_to_2017-01-01,2014-07-01_to_2017-07-01,0.01652892561983471,1.0
"hml,smb","mkt,hml,smb",14,5,2014-01-01_to_2017-01-01,2015-01-01_to_2018-01-01,0.0,0.5
"hml,smb","mkt,hml,smb",14,5,2014-07-01_to_2017-07-01,2015-01-01_to_2018-01-01,0.024390243902439025,0.5
